芦屋	アシヤ	アシヤ	アシヤ	名詞	固有名詞	地名	一般	*	*	2	-8	O	O
」	*	*	」	補助記号	括弧閉	*	*	*	*	2	-6	O	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	2	-5	O	O
ほう	ホー	ホウ	方	名詞	普通名詞	一般	*	*	*	2	-4	O	O
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	2	-3	O	O
「	*	*	「	補助記号	括弧開	*	*	*	*	2	-2	O	O
貸手	カシテ	カシテ	貸し手	名詞	普通名詞	一般	*	*	*	2	-1	O	O
」	*	*	」	補助記号	括弧閉	*	*	*	*	2	0	O	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	2	1	B-F	B-F
比べ	クラベ	クラベル	比べる	動詞	一般	*	*	下一段-バ行	連用形-一般	2	2	I-F	I-F
、	*	*	、	補助記号	読点	*	*	*	*	2	3	O	O
三	サン	サン	三	名詞	数詞	*	*	*	*	2	4	O	O
倍	バイ	バイ	倍	名詞	普通名詞	助数詞可能	*	*	*	2	5	O	O
から	カラ	カラ	から	助詞	格助詞	*	*	*	*	2	6	O	O
五	ゴ	ゴ	五	名詞	数詞	*	*	*	*	2	7	O	O
倍	バイ	バイ	倍	名詞	普通名詞	助数詞可能	*	*	*	2	8	O	O
、	*	*	、	補助記号	読点	*	*	*	*	2	9	O	O
損失	ソンシツ	ソンシツ	損失	名詞	普通名詞	サ変可能	*	*	*	2	10	O	O
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	2	11	O	O
大きい	オーキー	オオキイ	大きい	形容詞	一般	*	*	形容詞	終止形-一般	2	12	O	O
。	*	*	。	補助記号	句点	*	*	*	*	2	13	O	O

「	*	*	「	補助記号	括弧開	*	*	*	*	3	-19	O	O
座禅	ザゼン	ザゼン	座禅	名詞	普通名詞	サ変可能	*	*	*	3	-18	O	O
を	オ	ヲ	を	助詞	格助詞	*	*	*	*	3	-17	O	O
し	シ	スル	為る	動詞	非自立可能	*	*	サ行変格	連用形-一般	3	-16	O	O
て	テ	テ	て	助詞	接続助詞	*	*	*	*	3	-15	O	O
いる	イル	イル	居る	動詞	非自立可能	*	*	上一段-ア行	終止形-一般	3	-14	O	O
と	ト	ト	と	助詞	格助詞	*	*	*	*	3	-13	O	O
意識	イシキ	イシキ	意識	名詞	普通名詞	サ変可能	*	*	*	3	-12	O	O
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	3	-11	O	O
高揚	コーヨー	コウヨウ	高揚	名詞	普通名詞	サ変可能	*	*	*	3	-10	O	O
し	シ	スル	為る	動詞	非自立可能	*	*	サ行変格	連用形-一般	3	-9	O	O
、	*	*	、	補助記号	読点	*	*	*	*	3	-8	O	O
とぎ澄まさ	トギスマサ	トギスマス	研ぎ澄ます	動詞	一般	*	*	五段-サ行	未然形-一般	3	-7	O	O
れ	レ	レル	れる	助動詞	*	*	*	助動詞-レル	連用形-一般	3	-6	O	O
て	テ	テ	て	助詞	接続助詞	*	*	*	*	3	-5	O	O
き	キ	クル	来る	動詞	非自立可能	*	*	カ行変格	連用形-一般	3	-4	O	O
て	テ	テ	て	助詞	接続助詞	*	*	*	*	3	-3	O	O
幻覚	ゲンカク	ゲンカク	幻覚	名詞	普通名詞	一般	*	*	*	3	-2	O	O
を	オ	ヲ	を	助詞	格助詞	*	*	*	*	3	-1	O	O
見る	ミル	ミル	見る	動詞	非自立可能	*	*	上一段-マ行	連体形-一般	3	0	O	O
こと	コト	コト	事	名詞	普通名詞	一般	*	*	*	3	1	B-M	B-M
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	3	2	I-M	I-M
ある	アル	アル	有る	動詞	非自立可能	*	*	五段-ラ行	終止形-一般	3	3	I-M	I-M
。	*	*	。	補助記号	句点	*	*	*	*	3	4	O	O

五	ゴ	ゴ	五	名詞	数詞	*	*	*	*	4	-31	O	O
月	ガツ	ガツ	月	名詞	普通名詞	助数詞可能	*	*	*	4	-30	O	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	4	-29	O	O
なり	ナリ	ナル	成る	動詞	非自立可能	*	*	五段-ラ行	連用形-一般	4	-28	O	O
、	*	*	、	補助記号	読点	*	*	*	*	4	-27	O	O
鈴木	スズキ	スズキ	スズキ	名詞	固有名詞	人名	姓	*	*	4	-26	O	O
校長	コーチョー	コウチョウ	校長	名詞	普通名詞	一般	*	*	*	4	-25	O	O
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	4	-24	O	O
部員	ブイン	ブイン	部員	名詞	普通名詞	一般	*	*	*	4	-23	O	O
と	ト	ト	と	助詞	格助詞	*	*	*	*	4	-22	O	O
保護	ホゴ	ホゴ	保護	名詞	普通名詞	サ変可能	*	*	*	4	-21	O	O
者	シャ	シャ	者	接尾辞	名詞的	一般	*	*	*	4	-20	O	O
を	オ	ヲ	を	助詞	格助詞	*	*	*	*	4	-19	O	O
呼ん	ヨン	ヨブ	呼ぶ	動詞	一般	*	*	五段-バ行	連用形-撥音便	4	-18	O	O
で	デ	テ	て	助詞	接続助詞	*	*	*	*	4	-17	O	O
「	*	*	「	補助記号	括弧開	*	*	*	*	4	-16	O	O
あなた	アナタ	アナタ	貴方	代名詞	*	*	*	*	*	4	-15	O	O
方	カタ	カタ	方	名詞	普通名詞	助数詞可能	*	*	*	4	-14	O	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	4	-13	O	O
活動	カツドー	カツドウ	活動	名詞	普通名詞	サ変可能	*	*	*	4	-12	O	O
を	オ	ヲ	を	助詞	格助詞	*	*	*	*	4	-11	O	O
好ましく	コノマシク	コノマシイ	好ましい	形容詞	一般	*	*	形容詞	連用形-一般	4	-10	O	O
思っ	オモッ	オモウ	思う	動詞	一般	*	*	五段-ワア行	連用形-促音便	4	-9	O	O
て	テ	テ	て	助詞	接続助詞	*	*	*	*	4	-8	O	O
い	イ	イル	居る	動詞	非自立可能	*	*	上一段-ア行	未然形-一般	4	-7	O	O
ない	ナイ	ナイ	ない	助動詞	*	*	*	助動詞-ナイ	連体形-一般	4	-6	O	O
人	ヒト	ヒト	人	名詞	普通名詞	一般	*	*	*	4	-5	O	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	4	-4	O	O
いる	イル	イル	居る	動詞	非自立可能	*	*	上一段-ア行	連体形-一般	4	-3	O	O
こと	コト	コト	事	名詞	普通名詞	一般	*	*	*	4	-2	O	O
を	オ	ヲ	を	助詞	格助詞	*	*	*	*	4	-1	O	O
忘れ	ワスレ	ワスレル	忘れる	動詞	非自立可能	*	*	下一段-ラ行	連用形-一般	4	0	O	O
て	テ	テ	て	助詞	接続助詞	*	*	*	*	4	1	B-F	B-F
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	4	2	I-F	I-F
いけ	イケ	イク	行く	動詞	非自立可能	*	*	下一段-カ行	未然形-一般	4	3	I-F	I-F
ない	ナイ	ナイ	ない	助動詞	*	*	*	助動詞-ナイ	終止形-一般	4	4	I-F	I-F
」	*	*	」	補助記号	括弧閉	*	*	*	*	4	5	O	O
と	ト	ト	と	助詞	格助詞	*	*	*	*	4	6	O	O
注意	チューイ	チュウイ	注意	名詞	普通名詞	サ変可能	*	*	*	4	7	O	O
し	シ	スル	為る	動詞	非自立可能	*	*	サ行変格	連用形-一般	4	8	O	O
た	タ	タ	た	助動詞	*	*	*	助動詞-タ	終止形-一般	4	9	O	O
と	ト	ト	と	助詞	格助詞	*	*	*	*	4	10	O	O
いう	イウ	イウ	言う	動詞	一般	*	*	五段-ワア行	終止形-一般	4	11	O	O
。	*	*	。	補助記号	句点	*	*	*	*	4	12	O	O

カレ	カレ	カレ	彼	代名詞	*	*	*	*	*	4	-13	O	O
カ	カ	カ	か	助詞	副助詞	*	*	*	*	4	-12	O	O
、	*	*	、	補助記号	読点	*	*	*	*	4	-11	O	O
ネルシーニョ	ネルシーニョ	ネルシーニョ	ネルシーニョ-Nelsinho	名詞	固有名詞	人名	一般	*	*	4	-10	O	O
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	4	-9	O	O
故障	コショー	コショウ	故障	名詞	普通名詞	サ変可能	*	*	*	4	-8	O	O
で	デ	デ	で	助詞	格助詞	*	*	*	*	4	-7	O	O
欠場	ケツジョー	ケツジョウ	欠場	名詞	普通名詞	サ変可能	*	*	*	4	-6	O	O
し	シ	スル	為る	動詞	非自立可能	*	*	サ行変格	連用形-一般	4	-5	O	O
て	テ	テ	て	助詞	接続助詞	*	*	*	*	4	-4	O	O
いる	イル	イル	居る	動詞	非自立可能	*	*	上一段-ア行	連体形-一般	4	-3	O	O
の	ノ	ノ	の	助詞	準体助詞	*	*	*	*	4	-2	O	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	4	-1	O	O
仕方ない	シカタナイ	シカタナイ	仕方無い	形容詞	一般	*	*	形容詞	終止形-一般	4	0	O	O
と	ト	ト	と	助詞	格助詞	*	*	*	*	4	1	B-F	B-M
し	シ	スル	為る	動詞	非自立可能	*	*	サ行変格	連用形-一般	4	2	I-F	I-M
て	テ	テ	て	助詞	接続助詞	*	*	*	*	4	3	I-F	I-M
も	モ	モ	も	助詞	係助詞	*	*	*	*	4	4	I-F	I-M
、	*	*	、	補助記号	読点	*	*	*	*	4	5	O	O
問題	モンダイ	モンダイ	問題	名詞	普通名詞	一般	*	*	*	4	6	O	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	4	7	O	O
ミューレル	ミューレル	ミューレル	ミューレル	名詞	普通名詞	一般	*	*	*	4	8	O	O
。	*	*	。	補助記号	句点	*	*	*	*	4	9	O	O

公共	コーキョー	コウキョウ	公共	名詞	普通名詞	一般	*	*	*	3	-25	O	O
事業	ジギョー	ジギョウ	事業	名詞	普通名詞	一般	*	*	*	3	-24	O	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	3	-23	O	O
つい	ツイ	ツク	つく	動詞	一般	*	*	五段-カ行	連用形-イ音便	3	-22	O	O
て	テ	テ	て	助詞	接続助詞	*	*	*	*	3	-21	O	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	3	-20	O	O
、	*	*	、	補助記号	読点	*	*	*	*	3	-19	O	O
景気	ケーキ	ケイキ	景気	名詞	普通名詞	一般	*	*	*	3	-18	O	O
動向	ドーコー	ドウコウ	動向	名詞	普通名詞	一般	*	*	*	3	-17	O	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	3	-16	O	O
応じ	オージ	オウズル	応ずる	動詞	一般	*	*	サ行変格	連用形-一般	3	-15	O	O
積極	セッキョク	セッキョク	積極	名詞	普通名詞	一般	*	*	*	3	-14	O	O
的	テキ	テキ	的	接尾辞	形状詞的	*	*	*	*	3	-13	O	O
な	ナ	ダ	だ	助動詞	*	*	*	助動詞-ダ	連体形-一般	3	-12	O	O
執行	シッコー	シッコウ	執行	名詞	普通名詞	サ変可能	*	*	*	3	-11	O	O
を	オ	ヲ	を	助詞	格助詞	*	*	*	*	3	-10	O	O
図る	ハカル	ハカル	図る	動詞	一般	*	*	五段-ラ行	連体形-一般	3	-9	O	O
（	*	*	（	補助記号	括弧開	*	*	*	*	3	-8	O	O
３	サン	サン	三	名詞	数詞	*	*	*	*	3	-7	O	O
）	*	*	）	補助記号	括弧閉	*	*	*	*	3	-6	O	O
今後	コンゴ	コンゴ	今後	名詞	普通名詞	副詞可能	*	*	*	3	-5	O	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	3	-4	O	O
金融	キンユー	キンユウ	金融	名詞	普通名詞	サ変可能	*	*	*	3	-3	O	O
政策	セーサク	セイサク	政策	名詞	普通名詞	一般	*	*	*	3	-2	O	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	3	-1	O	O
運営	ウンエー	ウンエイ	運営	名詞	普通名詞	サ変可能	*	*	*	3	0	O	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	3	1	B-F	B-C
あたっ	アタッ	アタル	当たる	動詞	一般	*	*	五段-ラ行	連用形-促音便	3	2	I-F	I-C
て	テ	テ	て	助詞	接続助詞	*	*	*	*	3	3	I-F	I-C
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	3	4	O	O
、	*	*	、	補助記号	読点	*	*	*	*	3	5	O	O
機動	キドー	キドウ	機動	名詞	普通名詞	一般	*	*	*	3	6	O	O
的	テキ	テキ	的	接尾辞	形状詞的	*	*	*	*	3	7	O	O
、	*	*	、	補助記号	読点	*	*	*	*	3	8	O	O
弾力	ダンリョク	ダンリョク	弾力	名詞	普通名詞	一般	*	*	*	3	9	O	O
的	テキ	テキ	的	接尾辞	形状詞的	*	*	*	*	3	10	O	O
な	ナ	ダ	だ	助動詞	*	*	*	助動詞-ダ	連体形-一般	3	11	O	O
対応	タイオー	タイオウ	対応	名詞	普通名詞	サ変可能	*	*	*	3	12	O	O
を	オ	ヲ	を	助詞	格助詞	*	*	*	*	3	13	O	O
図る	ハカル	ハカル	図る	動詞	一般	*	*	五段-ラ行	終止形-一般	3	14	O	O

晴れる	ハレル	ハレル	晴れる	動詞	一般	*	*	下一段-ラ行	終止形-一般	3	-18	O	O
と	ト	ト	と	助詞	接続助詞	*	*	*	*	3	-17	O	O
「	*	*	「	補助記号	括弧開	*	*	*	*	3	-16	O	O
良い	ヨイ	ヨイ	良い	形容詞	非自立可能	*	*	形容詞	連体形-一般	3	-15	O	O
天気	テンキ	テンキ	天気	名詞	普通名詞	一般	*	*	*	3	-14	O	O
」	*	*	」	補助記号	括弧閉	*	*	*	*	3	-13	O	O
と	ト	ト	と	助詞	格助詞	*	*	*	*	3	-12	O	O
言い	イー	イウ	言う	動詞	一般	*	*	五段-ワア行	連用形-一般	3	-11	O	O
、	*	*	、	補助記号	読点	*	*	*	*	3	-10	O	O
雨	アメ	アメ	雨	名詞	普通名詞	一般	*	*	*	3	-9	O	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	3	-8	O	O
向かう	ムカウ	ムカウ	向かう	動詞	一般	*	*	五段-ワア行	終止形-一般	3	-7	O	O
と	ト	ト	と	助詞	接続助詞	*	*	*	*	3	-6	O	O
「	*	*	「	補助記号	括弧開	*	*	*	*	3	-5	O	O
天気	テンキ	テンキ	天気	名詞	普通名詞	一般	*	*	*	3	-4	O	O
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	3	-3	O	O
悪く	ワルク	ワルイ	悪い	形容詞	一般	*	*	形容詞	連用形-一般	3	-2	O	O
なる	ナル	ナル	成る	動詞	非自立可能	*	*	五段-ラ行	終止形-一般	3	-1	O	O
」	*	*	」	補助記号	括弧閉	*	*	*	*	3	0	O	O
と	ト	ト	と	助詞	格助詞	*	*	*	*	3	1	B-F	B-F
言い	イー	イウ	言う	動詞	一般	*	*	五段-ワア行	連用形-一般	3	2	I-F	I-F
ながら	ナガラ	ナガラ	ながら	助詞	接続助詞	*	*	*	*	3	3	I-F	I-F
、	*	*	、	補助記号	読点	*	*	*	*	3	4	O	O
晴天	セーテン	セイテン	晴天	名詞	普通名詞	一般	*	*	*	3	5	O	O
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	3	6	O	O
続き	ツズキ	ツヅク	続く	動詞	非自立可能	*	*	五段-カ行	連用形-一般	3	7	O	O
過ぎる	スギル	スギル	過ぎる	動詞	非自立可能	*	*	上一段-ガ行	終止形-一般	3	8	O	O
と	ト	ト	と	助詞	接続助詞	*	*	*	*	3	9	O	O
空	ソラ	ソラ	空	名詞	普通名詞	一般	*	*	*	3	10	O	O
を	オ	ヲ	を	助詞	格助詞	*	*	*	*	3	11	O	O
恨ん	ウラン	ウラム	恨む	動詞	一般	*	*	五段-マ行	連用形-撥音便	3	12	O	O
だり	ダリ	タリ	たり	助詞	副助詞	*	*	*	*	3	13	O	O
、	*	*	、	補助記号	読点	*	*	*	*	3	14	O	O
雨ごい	アマゴイ	アマゴイ	雨乞い	名詞	普通名詞	一般	*	*	*	3	15	O	O
を	オ	ヲ	を	助詞	格助詞	*	*	*	*	3	16	O	O
し	シ	スル	為る	動詞	非自立可能	*	*	サ行変格	連用形-一般	3	17	O	O
たり	タリ	タリ	たり	助詞	副助詞	*	*	*	*	3	18	O	O
する	スル	スル	為る	動詞	非自立可能	*	*	サ行変格	終止形-一般	3	19	O	O
。	*	*	。	補助記号	句点	*	*	*	*	3	20	O	O

議院	ギイン	ギイン	議院	名詞	普通名詞	一般	*	*	*	2	-43	O	O
内閣	ナイカク	ナイカク	内閣	名詞	普通名詞	一般	*	*	*	2	-42	O	O
制	セー	セイ	制	接尾辞	名詞的	一般	*	*	*	2	-41	O	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	2	-40	O	O
下	モト	モト	下	名詞	普通名詞	副詞可能	*	*	*	2	-39	O	O
で	デ	デ	で	助詞	格助詞	*	*	*	*	2	-38	O	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	2	-37	O	O
限界	ゲンカイ	ゲンカイ	限界	名詞	普通名詞	一般	*	*	*	2	-36	O	O
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	2	-35	O	O
ある	アル	アル	有る	動詞	非自立可能	*	*	五段-ラ行	終止形-一般	2	-34	O	O
と	ト	ト	と	助詞	格助詞	*	*	*	*	2	-33	O	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	2	-32	O	O
いえ	イエ	イウ	言う	動詞	一般	*	*	文語四段-ハ行	已然形-一般	2	-31	O	O
、	*	*	、	補助記号	読点	*	*	*	*	2	-30	O	O
それ	ソレ	ソレ	其れ	代名詞	*	*	*	*	*	2	-29	O	O
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	2	-28	O	O
「	*	*	「	補助記号	括弧開	*	*	*	*	2	-27	O	O
官僚	カンリョー	カンリョウ	官僚	名詞	普通名詞	一般	*	*	*	2	-26	O	O
主導	シュドー	シュドウ	主導	名詞	普通名詞	サ変可能	*	*	*	2	-25	O	O
」	*	*	」	補助記号	括弧閉	*	*	*	*	2	-24	O	O
「	*	*	「	補助記号	括弧開	*	*	*	*	2	-23	O	O
政治	セージ	セイジ	政治	名詞	普通名詞	一般	*	*	*	2	-22	O	O
不在	フザイ	フザイ	不在	名詞	普通名詞	一般	*	*	*	2	-21	O	O
」	*	*	」	補助記号	括弧閉	*	*	*	*	2	-20	O	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	2	-19	O	O
批判	ヒハン	ヒハン	批判	名詞	普通名詞	サ変可能	*	*	*	2	-18	O	O
を	オ	ヲ	を	助詞	格助詞	*	*	*	*	2	-17	O	O
招い	マネー	マネク	招く	動詞	一般	*	*	五段-カ行	連用形-イ音便	2	-16	O	O
た	タ	タ	た	助動詞	*	*	*	助動詞-タ	終止形-一般	2	-15	O	O
と	ト	ト	と	助詞	格助詞	*	*	*	*	2	-14	O	O
すれ	スレ	スル	為る	動詞	非自立可能	*	*	サ行変格	仮定形-一般	2	-13	O	O
ば	バ	バ	ば	助詞	接続助詞	*	*	*	*	2	-12	O	O
、	*	*	、	補助記号	読点	*	*	*	*	2	-11	O	O
率先	ソッセン	ソッセン	率先	名詞	普通名詞	サ変可能	*	*	*	2	-10	O	O
し	シ	スル	為る	動詞	非自立可能	*	*	サ行変格	連用形-一般	2	-9	O	O
て	テ	テ	て	助詞	接続助詞	*	*	*	*	2	-8	O	O
打破	ダハ	ダハ	打破	名詞	普通名詞	サ変可能	*	*	*	2	-7	O	O
する	スル	スル	為る	動詞	非自立可能	*	*	サ行変格	連体形-一般	2	-6	O	O
意気	イキ	イキ	意気	名詞	普通名詞	一般	*	*	*	2	-5	O	O
込み	コミ	コミ	込み	接尾辞	名詞的	一般	*	*	*	2	-4	O	O
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	2	-3	O	O
議員	ギイン	ギイン	議員	名詞	普通名詞	一般	*	*	*	2	-2	O	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	2	-1	O	O
あっ	アッ	アル	有る	動詞	非自立可能	*	*	五段-ラ行	連用形-促音便	2	0	O	O
て	テ	テ	て	助詞	接続助詞	*	*	*	*	2	1	B-F	B-F
いい	イー	ヨイ	良い	形容詞	非自立可能	*	*	形容詞	終止形-一般	2	2	I-F	I-F
。	*	*	。	補助記号	句点	*	*	*	*	2	3	O	O

《	*	*	《	補助記号	括弧開	*	*	*	*	3	-16	O	O
長野	ナガノ	ナガノ	ナガノ	名詞	固有名詞	地名	一般	*	*	3	-15	O	O
冬季	トーキ	トウキ	冬季	名詞	普通名詞	一般	*	*	*	3	-14	O	O
オリンピック	オリンピック	オリンピック	オリンピック-Olympic	名詞	普通名詞	一般	*	*	*	3	-13	O	O
招致	ショーチ	ショウチ	招致	名詞	普通名詞	サ変可能	*	*	*	3	-12	O	O
委員	イイン	イイン	委員	名詞	普通名詞	一般	*	*	*	3	-11	O	O
会	カイ	カイ	会	名詞	普通名詞	一般	*	*	*	3	-10	O	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	3	-9	O	O
、	*	*	、	補助記号	読点	*	*	*	*	3	-8	O	O
八	ハチ	ハチ	八	名詞	数詞	*	*	*	*	3	-7	O	O
九	キュー	キュウ	九	名詞	数詞	*	*	*	*	3	-6	O	O
年	ネン	ネン	年	名詞	普通名詞	助数詞可能	*	*	*	3	-5	O	O
十	ジュー	ジュウ	十	名詞	数詞	*	*	*	*	3	-4	O	O
月	ガツ	ガツ	月	名詞	普通名詞	助数詞可能	*	*	*	3	-3	O	O
、	*	*	、	補助記号	読点	*	*	*	*	3	-2	O	O
任意	ニンイ	ニンイ	任意	名詞	普通名詞	一般	*	*	*	3	-1	O	O
団体	ダンタイ	ダンタイ	団体	名詞	普通名詞	一般	*	*	*	3	0	O	O
と	ト	ト	と	助詞	格助詞	*	*	*	*	3	1	B-F	B-F
し	シ	スル	為る	動詞	非自立可能	*	*	サ行変格	連用形-一般	3	2	I-F	I-F
て	テ	テ	て	助詞	接続助詞	*	*	*	*	3	3	I-F	I-F
発足	ホッソク	ホッソク	発足	名詞	普通名詞	サ変可能	*	*	*	3	4	O	O
。	*	*	。	補助記号	句点	*	*	*	*	3	5	O	O

「	*	*	「	補助記号	括弧開	*	*	*	*	2	-5	O	O
からかっ	カラカッ	カラカウ	からかう	動詞	一般	*	*	五段-ワア行	連用形-促音便	2	-4	O	O
たら	タラ	タ	た	助動詞	*	*	*	助動詞-タ	仮定形-一般	2	-3	O	O
、	*	*	、	補助記号	読点	*	*	*	*	2	-2	O	O
ホームレス	ホームレス	ホームレス	ホームレス-homeless	名詞	普通名詞	一般	*	*	*	2	-1	O	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	2	0	O	O
くせ	クセ	クセ	癖	名詞	普通名詞	一般	*	*	*	2	1	B-F	B-F
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	2	2	I-F	I-F
無視	ムシ	ムシ	無視	名詞	普通名詞	サ変可能	*	*	*	2	3	O	O
し	シ	スル	為る	動詞	非自立可能	*	*	サ行変格	連用形-一般	2	4	O	O
た	タ	タ	た	助動詞	*	*	*	助動詞-タ	終止形-一般	2	5	O	O
から	カラ	カラ	から	助詞	接続助詞	*	*	*	*	2	6	O	O
頭	アタマ	アタマ	頭	名詞	普通名詞	一般	*	*	*	2	7	O	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	2	8	O	O
来	キ	クル	来る	動詞	非自立可能	*	*	カ行変格	連用形-一般	2	9	O	O
た	タ	タ	た	助動詞	*	*	*	助動詞-タ	終止形-一般	2	10	O	O
」	*	*	」	補助記号	括弧閉	*	*	*	*	2	11	O	O
と	ト	ト	と	助詞	格助詞	*	*	*	*	2	12	O	O
供述	キョージュツ	キョウジュツ	供述	名詞	普通名詞	サ変可能	*	*	*	2	13	O	O
し	シ	スル	為る	動詞	非自立可能	*	*	サ行変格	連用形-一般	2	14	O	O
て	テ	テ	て	助詞	接続助詞	*	*	*	*	2	15	O	O
いる	イル	イル	居る	動詞	非自立可能	*	*	上一段-ア行	終止形-一般	2	16	O	O
と	ト	ト	と	助詞	格助詞	*	*	*	*	2	17	O	O
いう	イウ	イウ	言う	動詞	一般	*	*	五段-ワア行	終止形-一般	2	18	O	O
。	*	*	。	補助記号	句点	*	*	*	*	2	19	O	O

Ｂ	ビー	ビー	Ｂ	記号	文字	*	*	*	*	2	-11	O	O
）	*	*	）	補助記号	括弧閉	*	*	*	*	2	-10	O	O
ベートーベン	ベートーベン	ベートーベン	ベートーベン-Beethoven	名詞	固有名詞	人名	一般	*	*	2	-9	O	O
（	*	*	（	補助記号	括弧開	*	*	*	*	2	-8	O	O
ただし	タダシ	タダシ	但し	接続詞	*	*	*	*	*	2	-7	O	O
作品	サクヒン	サクヒン	作品	名詞	普通名詞	一般	*	*	*	2	-6	O	O
１	イチ	イチ	一	名詞	数詞	*	*	*	*	2	-5	O	O
０	レー	レイ	零	名詞	数詞	*	*	*	*	2	-4	O	O
１	イチ	イチ	一	名詞	数詞	*	*	*	*	2	-3	O	O
以後	イゴ	イゴ	以後	名詞	普通名詞	副詞可能	*	*	*	2	-2	O	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	2	-1	O	O
作品	サクヒン	サクヒン	作品	名詞	普通名詞	一般	*	*	*	2	0	O	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	2	1	B-C	B-C
限る	カギル	カギル	限る	動詞	一般	*	*	五段-ラ行	終止形-一般	2	2	I-C	I-C
）	*	*	）	補助記号	括弧閉	*	*	*	*	2	3	O	O
、	*	*	、	補助記号	読点	*	*	*	*	2	4	O	O
シューベルト	シューベルト	シューベルト	シューベルト-Schubert	名詞	固有名詞	人名	一般	*	*	2	5	O	O
、	*	*	、	補助記号	読点	*	*	*	*	2	6	O	O
ショパン	ショパン	ショパン	ショパン-Chopin	名詞	固有名詞	人名	一般	*	*	2	7	O	O
、	*	*	、	補助記号	読点	*	*	*	*	2	8	O	O
シューマン	シューマン	シューマン	シューマン-Schumann	名詞	固有名詞	人名	一般	*	*	2	9	O	O
、	*	*	、	補助記号	読点	*	*	*	*	2	10	O	O
リスト	リスト	リスト	リスト-list	名詞	普通名詞	サ変可能	*	*	*	2	11	O	O
、	*	*	、	補助記号	読点	*	*	*	*	2	12	O	O
フランク	フランク	フランク	フランク-Frank	名詞	固有名詞	人名	一般	*	*	2	13	O	O
、	*	*	、	補助記号	読点	*	*	*	*	2	14	O	O
ブラームス	ブラームス	ブラームス	ブラームス-Brahms	名詞	固有名詞	人名	一般	*	*	2	15	O	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	2	16	O	O
作品	サクヒン	サクヒン	作品	名詞	普通名詞	一般	*	*	*	2	17	O	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	2	18	O	O
中	ナカ	ナカ	中	名詞	普通名詞	副詞可能	*	*	*	2	19	O	O
から	カラ	カラ	から	助詞	格助詞	*	*	*	*	2	20	O	O
大	ダイ	ダイ	大	接頭辞	*	*	*	*	*	2	21	O	O
規模	キボ	キボ	規模	名詞	普通名詞	一般	*	*	*	2	22	O	O
な	ナ	ダ	だ	助動詞	*	*	*	助動詞-ダ	連体形-一般	2	23	O	O
ソナタ	ソナタ	ソナタ	ソナタ-sonata	名詞	普通名詞	一般	*	*	*	2	24	O	O
、	*	*	、	補助記号	読点	*	*	*	*	2	25	O	O
また	マタ	マタ	又	接続詞	*	*	*	*	*	2	26	O	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	2	27	O	O
それ	ソレ	ソレ	其れ	代名詞	*	*	*	*	*	2	28	O	O
